txn_id,account_id,timestamp,amount,txn_type,merchant,channel,country,hour,account_age_days,txn_count_24h,prev_txn_minutes,label
TXN10002897,ACC214188,2026-04-23 08:19:00,959.21,purchase,PTT Station,web,MY,8,943,7,802,NORMAL
TXN10002898,ACC713590,2026-04-03 09:57:00,816.09,purchase,Shopee,atm,TH,9,1182,3,701,NORMAL
TXN10002899,ACC858647,2026-04-13 07:43:00,618.94,purchase,7-Eleven,web,TH,7,2945,5,130,NORMAL
TXN10002900,ACC471734,2026-04-27 09:27:00,228.56,purchase,Shopee,mobile,JP,9,1014,1,111,NORMAL
TXN10002901,ACC508773,2026-04-03 12:38:00,6609.6,purchase,Tops Market,mobile,TH,12,1191,7,162,NORMAL
TXN10002902,ACC676438,2026-04-24 12:36:00,2705.26,transfer_out,-,mobile,TH,12,1008,2,549,NORMAL
TXN10002903,ACC400358,2026-04-22 08:56:00,471.49,purchase,Lazada,branch,TH,8,3217,6,434,NORMAL
TXN10002904,ACC132624,2026-04-05 03:53:00,89.65,purchase,Foreign Online Shop,web,TH,3,907,6,11,FRAUD
TXN10002905,ACC182543,2026-04-22 14:06:00,829.38,purchase,Lotus's,mobile,TH,14,2425,8,185,NORMAL
TXN10002906,ACC246150,2026-04-22 09:30:00,320.17,purchase,Lazada,mobile,MY,9,734,8,257,NORMAL
TXN10002907,ACC470490,2026-04-12 12:47:00,102043.39,transfer_out,-,mobile,JP,12,68,22,7,MULE
TXN10002908,ACC802886,2026-04-17 17:38:00,1931.21,transfer_in,-,mobile,TH,17,3331,8,20,NORMAL
TXN10002909,ACC309052,2026-04-06 14:56:00,33168.97,transfer_in,-,mobile,TH,14,3382,1,91,NORMAL
TXN10002910,ACC129619,2026-04-15 13:29:00,445.65,purchase,PTT Station,branch,SG,13,1986,6,727,NORMAL
TXN10002911,ACC613731,2026-04-03 22:59:00,42333.92,transfer_out,-,mobile,TH,22,82,11,1,MULE
TXN10002912,ACC248634,2026-04-18 07:02:00,853.81,purchase,Lotus's,mobile,SG,7,2267,1,401,NORMAL
TXN10002913,ACC591761,2026-04-06 10:56:00,5896.17,transfer_in,-,mobile,TH,10,340,8,127,NORMAL
TXN10002914,ACC690850,2026-04-05 14:54:00,2867.58,transfer_out,-,atm,TH,14,1063,6,95,NORMAL
TXN10002915,ACC610551,2026-04-18 15:53:00,486.37,purchase,Grab,atm,TH,15,1593,8,219,NORMAL
TXN10002916,ACC471734,2026-04-15 15:27:00,1156.82,transfer_in,-,mobile,TH,15,2106,2,425,NORMAL
TXN10002917,ACC951597,2026-04-23 11:34:00,72350.58,transfer_in,-,web,GB,11,41,10,21,MULE
TXN10002918,ACC842347,2026-04-07 13:50:00,510.34,purchase,Lazada,mobile,JP,13,2277,5,763,NORMAL
TXN10002919,ACC143654,2026-04-18 10:55:00,495.22,purchase,Lazada,web,MY,10,673,5,40,NORMAL
TXN10002920,ACC847921,2026-04-22 23:53:00,711.23,purchase,7-Eleven,mobile,JP,23,1697,3,84,NORMAL
TXN10002921,ACC174402,2026-04-24 12:46:00,7436.72,transfer_out,-,mobile,MY,12,771,3,195,NORMAL
TXN10002922,ACC272879,2026-04-22 12:33:00,96.1,purchase,Big C,web,TH,12,839,3,384,NORMAL
TXN10002923,ACC343184,2026-04-05 18:09:00,660.69,purchase,Grab,web,JP,18,3060,1,84,NORMAL
TXN10002924,ACC870201,2026-04-19 20:43:00,657.49,purchase,Makro,atm,TH,20,456,8,884,NORMAL
TXN10002925,ACC852406,2026-04-14 13:18:00,1496.82,purchase,Lotus's,mobile,TH,13,3351,4,131,NORMAL
TXN10002926,ACC992440,2026-04-27 13:36:00,503.27,purchase,7-Eleven,web,TH,13,583,8,98,NORMAL
TXN10002927,ACC405658,2026-04-09 09:27:00,32069.31,transfer_out,-,mobile,TH,9,7,23,24,MULE
TXN10002928,ACC477622,2026-04-13 18:12:00,2232.35,transfer_out,-,mobile,MY,18,2709,6,220,NORMAL
TXN10002929,ACC426441,2026-04-12 19:57:00,918.12,purchase,Shopee,web,MY,19,3297,2,611,NORMAL
TXN10002930,ACC259764,2026-04-23 18:55:00,5753.27,purchase,Central,web,TH,18,1194,7,223,NORMAL
TXN10002931,ACC120883,2026-04-14 14:31:00,2489.88,transfer_out,-,mobile,TH,14,2720,4,472,NORMAL
TXN10002932,ACC228141,2026-04-17 12:19:00,1124.85,purchase,Central,web,TH,12,444,4,617,NORMAL
TXN10002933,ACC363623,2026-04-19 05:49:00,44.59,transfer_out,-,mobile,PH,5,3455,6,9,FRAUD
TXN10002934,ACC500566,2026-04-10 13:24:00,102.45,purchase,Central,mobile,TH,13,3081,8,916,NORMAL
TXN10002935,ACC292760,2026-04-02 14:36:00,1202.71,transfer_in,-,atm,TH,14,3087,2,307,NORMAL
TXN10002936,ACC506238,2026-04-02 11:46:00,352.19,purchase,Shopee,web,SG,11,939,5,4000,NORMAL
TXN10002937,ACC177829,2026-04-23 12:30:00,1217.28,purchase,Central,mobile,TH,12,2166,4,689,NORMAL
TXN10002938,ACC567719,2026-04-28 14:25:00,122.24,purchase,Lazada,mobile,SG,14,2869,7,218,NORMAL
TXN10002939,ACC384092,2026-04-06 10:35:00,914.85,transfer_in,-,mobile,TH,10,3045,4,101,NORMAL
TXN10002940,ACC813160,2026-04-25 16:54:00,361.27,purchase,Central,mobile,MY,16,1487,3,104,NORMAL
TXN10002941,ACC947789,2026-04-22 14:02:00,749.36,purchase,Tops Market,mobile,JP,14,3087,7,50,NORMAL
TXN10002942,ACC648604,2026-04-18 15:16:00,895.4,purchase,Lotus's,mobile,TH,15,83,8,393,NORMAL
TXN10002943,ACC233722,2026-04-04 11:45:00,966.53,purchase,PTT Station,atm,TH,11,2838,1,64,NORMAL
TXN10002944,ACC207668,2026-04-23 19:33:00,101.23,purchase,Tops Market,mobile,TH,19,1020,2,464,NORMAL
TXN10002945,ACC383406,2026-04-08 14:37:00,1567.1,purchase,7-Eleven,mobile,TH,14,2205,8,44,NORMAL
TXN10002946,ACC681322,2026-04-06 12:54:00,170.45,purchase,Makro,mobile,TH,12,1199,6,937,NORMAL
TXN10002947,ACC200695,2026-04-18 11:39:00,557.56,purchase,Big C,mobile,MY,11,1627,3,355,NORMAL
TXN10002948,ACC246848,2026-04-23 18:25:00,579.43,purchase,Grab,mobile,MY,18,2455,5,310,NORMAL
TXN10002949,ACC300732,2026-04-29 17:15:00,2215.45,transfer_in,-,mobile,MY,17,1316,5,1066,NORMAL
TXN10002950,ACC130503,2026-04-10 10:06:00,185285.26,transfer_in,-,mobile,GB,10,18,24,12,MULE
TXN10002951,ACC470398,2026-04-22 11:46:00,1515.19,purchase,Lotus's,mobile,TH,11,3074,6,302,NORMAL
TXN10002952,ACC343612,2026-04-06 19:16:00,1321.55,purchase,Shopee,mobile,MY,19,2470,8,4000,NORMAL
TXN10002953,ACC924330,2026-04-12 14:32:00,313.4,purchase,Lazada,web,TH,14,1384,5,403,NORMAL
TXN10002954,ACC736261,2026-04-01 17:22:00,8412.83,transfer_out,-,web,TH,17,870,6,1724,NORMAL
TXN10002955,ACC342859,2026-04-23 12:13:00,115.97,purchase,Shopee,web,TH,12,3317,4,2092,NORMAL
TXN10002956,ACC802021,2026-04-28 12:10:00,85.05,purchase,Central,mobile,TH,12,89,5,955,NORMAL
TXN10002957,ACC923009,2026-04-07 06:16:00,1344.46,purchase,Grab,atm,TH,6,593,2,448,NORMAL
TXN10002958,ACC200230,2026-04-13 05:45:00,463.21,purchase,Central,atm,TH,5,2463,4,74,NORMAL
TXN10002959,ACC669859,2026-04-28 09:37:00,109376.61,transfer_out,-,mobile,SG,9,68,31,3,MULE
TXN10002960,ACC368224,2026-04-09 06:33:00,2353.93,transfer_out,-,atm,TH,6,438,8,165,NORMAL
TXN10002961,ACC276342,2026-04-22 14:45:00,3057.7,transfer_in,-,atm,TH,14,3377,1,1144,NORMAL
TXN10002962,ACC396072,2026-04-04 11:28:00,672.22,transfer_out,-,atm,SG,11,105,5,157,NORMAL
TXN10002963,ACC470706,2026-04-19 09:53:00,3558.29,transfer_in,-,atm,TH,9,1861,7,772,NORMAL
TXN10002964,ACC245611,2026-04-23 12:08:00,426.1,purchase,Lotus's,branch,TH,12,179,4,33,NORMAL
TXN10002965,ACC772396,2026-04-16 15:49:00,4066.88,transfer_out,-,mobile,TH,15,114,6,172,NORMAL
TXN10002966,ACC267228,2026-04-05 14:06:00,2877.05,transfer_out,-,mobile,SG,14,150,7,50,NORMAL
TXN10002967,ACC329414,2026-04-11 08:51:00,25871.19,transfer_out,-,mobile,JP,8,3356,6,401,NORMAL
TXN10002968,ACC106525,2026-04-27 15:56:00,3980.92,transfer_out,-,mobile,TH,15,2192,3,498,NORMAL
TXN10002969,ACC564473,2026-04-11 12:48:00,168.3,purchase,Makro,mobile,TH,12,1673,3,169,NORMAL
TXN10002970,ACC938417,2026-04-15 15:47:00,997.21,purchase,Big C,mobile,MY,15,2109,5,694,NORMAL
TXN10002971,ACC519675,2026-04-20 14:14:00,465.2,purchase,Grab,atm,MY,14,2394,1,709,NORMAL
TXN10002972,ACC284073,2026-04-22 09:32:00,7287.11,transfer_out,-,branch,TH,9,1712,4,265,NORMAL
TXN10002973,ACC296918,2026-04-02 09:02:00,477145.26,purchase,Online Gambling,web,KH,9,83,12,605,FRAUD
TXN10002974,ACC339888,2026-04-19 16:36:00,456.03,purchase,PTT Station,mobile,TH,16,1363,7,563,NORMAL
TXN10002975,ACC438685,2026-04-22 00:00:00,140119.8,transfer_out,-,mobile,UA,0,624,9,51,FRAUD
TXN10002976,ACC184153,2026-04-14 15:38:00,443.9,purchase,Lazada,atm,SG,15,1129,7,240,NORMAL
TXN10002977,ACC513101,2026-04-02 17:27:00,8511.37,transfer_out,-,atm,TH,17,1949,1,452,NORMAL
TXN10002978,ACC130673,2026-04-11 09:15:00,177541.38,transfer_out,-,mobile,TH,9,15,22,8,MULE
TXN10002979,ACC660706,2026-04-19 09:26:00,165.98,purchase,Lazada,web,TH,9,3015,4,117,NORMAL
TXN10002980,ACC220248,2026-04-07 15:42:00,1123.28,purchase,Lotus's,web,MY,15,630,6,94,NORMAL
TXN10002981,ACC719659,2026-04-12 18:38:00,302.98,purchase,Grab,mobile,TH,18,1874,2,165,NORMAL
TXN10002982,ACC363600,2026-04-02 12:33:00,229.59,purchase,Lazada,web,SG,12,2073,6,113,NORMAL
TXN10002983,ACC546458,2026-04-21 12:32:00,60483.97,transfer_out,-,mobile,MY,12,3290,6,157,NORMAL
TXN10002984,ACC727441,2026-04-14 05:52:00,162716.7,transfer_out,-,mobile,GB,5,76,21,17,MULE
TXN10002985,ACC929856,2026-04-24 15:58:00,3760.4,transfer_in,-,atm,TH,15,1399,2,392,NORMAL
TXN10002986,ACC244676,2026-04-28 14:13:00,1174.27,transfer_out,-,mobile,TH,14,921,8,159,NORMAL
TXN10002987,ACC492435,2026-04-24 16:42:00,545.23,purchase,Shopee,atm,MY,16,1785,8,327,NORMAL
TXN10002988,ACC206064,2026-04-26 04:35:00,106260.49,purchase,Unverified Merchant,web,CN,4,2834,7,21,FRAUD
TXN10002989,ACC355947,2026-04-15 12:10:00,356.2,purchase,Lazada,mobile,TH,12,3159,1,247,NORMAL
TXN10002990,ACC125704,2026-04-23 15:01:00,565.29,purchase,Grab,branch,TH,15,1838,7,613,NORMAL
TXN10002991,ACC230411,2026-04-12 17:48:00,59393.66,transfer_out,-,mobile,TH,17,75,8,8,MULE
TXN10002992,ACC982465,2026-04-19 12:17:00,251.02,purchase,Lotus's,mobile,TH,12,1794,4,139,NORMAL
TXN10002993,ACC245611,2026-04-21 10:42:00,321.39,purchase,Central,mobile,TH,10,3365,8,203,NORMAL
TXN10002994,ACC573234,2026-04-10 16:46:00,287038.33,transfer_out,-,web,UA,16,1300,15,345,FRAUD
TXN10002995,ACC972919,2026-04-02 16:35:00,1275.76,purchase,Lazada,web,TH,16,2575,7,986,NORMAL
TXN10002996,ACC255215,2026-04-21 08:05:00,3120.93,transfer_out,-,web,TH,8,3396,6,1747,NORMAL
TXN10002997,ACC749086,2026-04-10 15:44:00,14787.38,transfer_out,-,web,TH,15,1928,6,1212,NORMAL
TXN10002998,ACC643756,2026-04-05 20:21:00,1412.27,purchase,PTT Station,mobile,TH,20,2676,5,439,NORMAL
TXN10002999,ACC380159,2026-04-04 18:48:00,105971.23,transfer_in,-,mobile,JP,18,83,29,1,MULE
TXN10003000,ACC302631,2026-04-09 09:54:00,10843.25,transfer_out,-,web,TH,9,1385,2,63,NORMAL
TXN10003001,ACC851282,2026-04-02 13:12:00,98.57,purchase,PTT Station,mobile,TH,13,2517,7,424,NORMAL
TXN10003002,ACC381822,2026-04-01 14:49:00,490.67,purchase,Big C,web,SG,14,3016,8,543,NORMAL
TXN10003003,ACC284044,2026-04-07 19:17:00,288.41,purchase,Lazada,mobile,TH,19,947,3,1232,NORMAL
TXN10003004,ACC856536,2026-04-08 08:00:00,998.16,transfer_out,-,mobile,TH,8,2333,5,298,NORMAL
TXN10003005,ACC173370,2026-04-11 03:41:00,144592.9,transfer_out,-,mobile,VN,3,2327,8,157,FRAUD
TXN10003006,ACC424192,2026-04-18 17:13:00,2867.06,purchase,Tops Market,web,MY,17,2734,7,446,NORMAL
TXN10003007,ACC376422,2026-04-19 16:46:00,938.01,purchase,Tops Market,web,TH,16,430,5,1357,NORMAL
TXN10003008,ACC799334,2026-04-14 15:32:00,351.72,purchase,Tops Market,mobile,TH,15,874,8,58,NORMAL
TXN10003009,ACC623149,2026-04-25 16:30:00,2290.01,transfer_out,-,web,SG,16,442,5,166,NORMAL
TXN10003010,ACC982233,2026-04-19 13:39:00,136.13,purchase,7-Eleven,web,TH,13,2204,7,187,NORMAL
TXN10003011,ACC838345,2026-04-07 09:23:00,360.08,purchase,PTT Station,atm,MY,9,2978,6,545,NORMAL
TXN10003012,ACC200230,2026-04-06 09:09:00,169.14,purchase,Lazada,atm,SG,9,3034,4,29,NORMAL
TXN10003013,ACC725122,2026-04-18 09:14:00,3886.64,transfer_in,-,web,TH,9,2453,1,154,NORMAL
TXN10003014,ACC638466,2026-04-29 17:53:00,450.03,purchase,Big C,mobile,TH,17,2211,7,220,NORMAL
TXN10003015,ACC748137,2026-04-26 13:10:00,514.6,purchase,Grab,web,JP,13,2726,5,430,NORMAL
TXN10003016,ACC464172,2026-04-22 13:19:00,760.62,purchase,Lazada,mobile,JP,13,3175,7,170,NORMAL
TXN10003017,ACC191406,2026-04-09 17:04:00,2404.18,purchase,7-Eleven,web,SG,17,456,2,171,NORMAL
TXN10003018,ACC881089,2026-04-07 16:24:00,1470.28,purchase,7-Eleven,mobile,SG,16,2479,6,683,NORMAL
TXN10003019,ACC637537,2026-04-27 19:32:00,497.26,purchase,PTT Station,mobile,TH,19,1048,3,1552,NORMAL
TXN10003020,ACC671523,2026-04-06 21:19:00,1034.52,transfer_out,-,mobile,TH,21,2708,7,73,NORMAL
TXN10003021,ACC614660,2026-04-17 08:53:00,2871.84,transfer_in,-,branch,TH,8,1478,2,194,NORMAL
TXN10003022,ACC140771,2026-04-08 12:38:00,2162.28,transfer_in,-,mobile,MY,12,2840,3,507,NORMAL
TXN10003023,ACC635661,2026-04-26 18:17:00,328.04,purchase,Big C,mobile,TH,18,173,7,726,NORMAL
TXN10003024,ACC817783,2026-04-10 15:45:00,1187.81,purchase,Shopee,mobile,TH,15,1310,1,359,NORMAL
TXN10003025,ACC708448,2026-04-24 16:04:00,372.63,purchase,Shopee,mobile,TH,16,1466,2,81,NORMAL
TXN10003026,ACC852155,2026-04-02 14:18:00,133696.52,transfer_out,-,mobile,TH,14,61,7,15,MULE
TXN10003027,ACC190838,2026-04-16 12:23:00,3014.32,transfer_out,-,mobile,JP,12,2788,7,384,NORMAL
TXN10003028,ACC130503,2026-04-10 10:36:00,56729.38,transfer_out,-,mobile,KH,10,18,24,10,MULE
TXN10003029,ACC637391,2026-04-17 16:58:00,320.46,purchase,Tops Market,mobile,JP,16,3021,7,78,NORMAL
TXN10003030,ACC743428,2026-04-23 00:59:00,192282.8,transfer_in,-,mobile,UA,0,55,14,1,MULE
TXN10003031,ACC170988,2026-04-25 11:49:00,935.72,purchase,Grab,mobile,JP,11,126,2,90,NORMAL
TXN10003032,ACC763289,2026-04-06 09:51:00,465.56,purchase,Lotus's,web,TH,9,1264,6,467,NORMAL
TXN10003033,ACC379713,2026-04-30 17:21:00,235.27,transfer_in,-,web,MY,17,3366,7,483,NORMAL
TXN10003034,ACC206214,2026-04-18 11:35:00,130.77,purchase,Grab,atm,SG,11,2342,6,165,NORMAL
TXN10003035,ACC489486,2026-04-29 15:30:00,330.25,purchase,Central,mobile,TH,15,909,6,573,NORMAL
TXN10003036,ACC654762,2026-04-03 19:23:00,2233.15,transfer_out,-,mobile,TH,19,1269,8,61,NORMAL
TXN10003037,ACC470706,2026-04-04 11:36:00,1323.51,purchase,PTT Station,atm,TH,11,1507,8,227,NORMAL
TXN10003038,ACC790874,2026-04-16 18:57:00,452215.13,purchase,Unverified Merchant,web,KH,18,201,13,577,FRAUD
TXN10003039,ACC563444,2026-04-21 16:47:00,1013.93,purchase,7-Eleven,web,TH,16,3050,7,49,NORMAL
TXN10003040,ACC772887,2026-04-30 13:03:00,536.64,purchase,Big C,mobile,TH,13,1119,2,724,NORMAL
TXN10003041,ACC216103,2026-04-23 00:14:00,129.34,purchase,Online Gambling,web,KH,0,2353,4,7,FRAUD
TXN10003042,ACC923031,2026-04-19 01:50:00,301813.95,purchase,Online Gambling,web,UA,1,1597,14,773,FRAUD
TXN10003043,ACC934175,2026-04-08 03:32:00,199.33,transfer_out,-,web,TH,3,856,15,4,FRAUD
TXN10003044,ACC770232,2026-04-27 12:30:00,745.83,transfer_in,-,mobile,TH,12,289,7,145,NORMAL
TXN10003045,ACC936509,2026-04-09 11:32:00,35471.83,transfer_out,-,mobile,JP,11,2752,5,477,NORMAL
TXN10003046,ACC138781,2026-04-08 12:32:00,886.96,purchase,Shopee,web,SG,12,2014,2,548,NORMAL
TXN10003047,ACC351321,2026-04-21 14:58:00,1237.54,purchase,Grab,atm,MY,14,3147,5,341,NORMAL
TXN10003048,ACC558192,2026-04-06 10:01:00,705.63,purchase,Tops Market,web,TH,10,1370,8,200,NORMAL
TXN10003049,ACC169847,2026-04-30 16:23:00,652.68,purchase,Big C,mobile,JP,16,2268,7,255,NORMAL
TXN10003050,ACC441941,2026-04-12 07:20:00,248.95,purchase,Central,atm,TH,7,101,7,108,NORMAL
TXN10003051,ACC964807,2026-04-24 17:25:00,2771.73,transfer_in,-,mobile,TH,17,2446,6,80,NORMAL
TXN10003052,ACC840461,2026-04-02 15:49:00,400.54,purchase,PTT Station,web,TH,15,447,8,102,NORMAL
TXN10003053,ACC816692,2026-04-18 15:50:00,1360.33,transfer_out,-,mobile,SG,15,603,8,398,NORMAL
TXN10003054,ACC145188,2026-04-25 03:47:00,218.36,purchase,Shopee,mobile,JP,3,163,6,1127,NORMAL
TXN10003055,ACC643756,2026-04-22 15:21:00,2435.61,transfer_out,-,mobile,TH,15,3276,6,434,NORMAL
TXN10003056,ACC259567,2026-04-04 07:08:00,394.25,purchase,Shopee,web,SG,7,330,6,305,NORMAL
TXN10003057,ACC323239,2026-04-15 14:41:00,5901.3,transfer_in,-,web,SG,14,3296,1,1770,NORMAL
TXN10003058,ACC738903,2026-04-28 15:01:00,2167.94,transfer_out,-,atm,JP,15,2546,3,336,NORMAL
TXN10003059,ACC887160,2026-04-05 14:32:00,307.1,transfer_in,-,mobile,JP,14,2423,7,24,NORMAL
TXN10003060,ACC786148,2026-04-28 18:25:00,32933.88,transfer_out,-,atm,JP,18,1210,3,91,NORMAL
TXN10003061,ACC766117,2026-04-09 12:49:00,989.77,purchase,Makro,mobile,MY,12,1935,2,379,NORMAL
TXN10003062,ACC365208,2026-04-09 13:05:00,1810.42,transfer_out,-,web,TH,13,3111,4,290,NORMAL
TXN10003063,ACC463426,2026-04-25 16:36:00,3868.71,transfer_in,-,atm,TH,16,1247,8,254,NORMAL
TXN10003064,ACC940498,2026-04-23 13:28:00,4010.48,transfer_in,-,mobile,JP,13,2886,2,54,NORMAL
TXN10003065,ACC757239,2026-04-29 10:07:00,257.86,purchase,PTT Station,mobile,TH,10,124,6,121,NORMAL
TXN10003066,ACC949361,2026-04-19 17:10:00,5414.05,transfer_in,-,web,TH,17,178,3,834,NORMAL
TXN10003067,ACC243517,2026-04-07 16:58:00,327.06,purchase,PTT Station,mobile,TH,16,815,6,372,NORMAL
TXN10003068,ACC678030,2026-04-28 17:03:00,2321.4,purchase,Central,mobile,TH,17,1295,5,233,NORMAL
TXN10003069,ACC814700,2026-04-07 08:52:00,183.55,transfer_out,-,mobile,TH,8,811,7,119,NORMAL
TXN10003070,ACC371377,2026-04-09 14:06:00,456.29,purchase,PTT Station,mobile,TH,14,1370,1,304,NORMAL
TXN10003071,ACC127822,2026-04-18 13:28:00,4506.53,transfer_out,-,web,TH,13,780,2,558,NORMAL
TXN10003072,ACC643718,2026-04-09 22:07:00,2569.49,transfer_out,-,mobile,TH,22,2245,2,237,NORMAL
TXN10003073,ACC382299,2026-04-19 16:50:00,1254.1,purchase,Tops Market,web,JP,16,3386,3,883,NORMAL
TXN10003074,ACC769996,2026-04-25 12:40:00,4062.45,transfer_out,-,web,TH,12,934,7,31,NORMAL
TXN10003075,ACC748702,2026-04-24 00:21:00,163.4,purchase,Crypto Exchange,web,PH,0,3103,14,5,FRAUD
TXN10003076,ACC293811,2026-04-20 15:56:00,123.16,purchase,7-Eleven,mobile,TH,15,2694,3,280,NORMAL
TXN10003077,ACC111696,2026-04-09 13:24:00,1035.35,transfer_out,-,mobile,TH,13,2230,6,211,NORMAL
TXN10003078,ACC926496,2026-04-28 13:56:00,5377.6,transfer_out,-,mobile,SG,13,807,6,57,NORMAL
TXN10003079,ACC721089,2026-04-05 13:29:00,6246.57,transfer_out,-,mobile,TH,13,632,5,184,NORMAL
TXN10003080,ACC152841,2026-04-12 03:12:00,34415.0,transfer_out,-,mobile,NG,3,61,9,8,MULE
TXN10003081,ACC831135,2026-04-13 16:06:00,1526.94,transfer_in,-,mobile,MY,16,1983,3,70,NORMAL
TXN10003082,ACC472437,2026-04-12 15:00:00,520.85,transfer_out,-,mobile,TH,15,2354,2,126,NORMAL
TXN10003083,ACC692769,2026-04-12 10:21:00,3074.92,purchase,Shopee,mobile,SG,10,404,3,332,NORMAL
TXN10003084,ACC339200,2026-04-20 13:44:00,1115.62,purchase,Shopee,web,TH,13,1791,7,249,NORMAL
TXN10003085,ACC397581,2026-04-24 10:35:00,814.92,purchase,Grab,mobile,TH,10,410,7,147,NORMAL
TXN10003086,ACC570273,2026-04-08 16:40:00,190382.09,purchase,Unverified Merchant,web,VN,16,164,14,674,FRAUD
TXN10003087,ACC465938,2026-04-03 11:52:00,322.99,purchase,Lotus's,web,TH,11,2822,5,2030,NORMAL
TXN10003088,ACC436463,2026-04-03 02:39:00,149.61,transfer_out,-,web,PH,2,1088,7,1,FRAUD
TXN10003089,ACC359514,2026-04-01 10:38:00,216.77,purchase,Lazada,branch,TH,10,786,3,219,NORMAL
TXN10003090,ACC987361,2026-04-11 21:42:00,987.48,purchase,Grab,mobile,TH,21,2529,4,307,NORMAL
TXN10003091,ACC526632,2026-04-23 05:35:00,685.93,purchase,Central,web,SG,5,146,6,608,NORMAL
TXN10003092,ACC526815,2026-04-10 15:54:00,1909.84,purchase,Big C,mobile,SG,15,2199,8,122,NORMAL
TXN10003093,ACC733270,2026-04-16 14:52:00,995.96,purchase,Central,mobile,TH,14,1278,2,25,NORMAL
TXN10003094,ACC479194,2026-04-24 05:21:00,8605.55,transfer_in,-,branch,TH,5,2149,5,169,NORMAL
TXN10003095,ACC869644,2026-04-13 12:27:00,1352.91,transfer_in,-,web,TH,12,1223,5,73,NORMAL
TXN10003096,ACC160973,2026-04-27 13:12:00,150.07,purchase,Lazada,web,TH,13,3264,7,209,NORMAL
TXN10003097,ACC942411,2026-04-01 11:25:00,325.95,purchase,Big C,mobile,TH,11,3370,4,119,NORMAL
TXN10003098,ACC822471,2026-04-15 23:46:00,435.54,purchase,Tops Market,atm,JP,23,1867,3,756,NORMAL
TXN10003099,ACC684684,2026-04-20 10:04:00,4007.16,transfer_out,-,mobile,MY,10,1502,5,161,NORMAL
TXN10003100,ACC768799,2026-04-05 18:27:00,3891.72,transfer_out,-,web,TH,18,463,3,130,NORMAL
TXN10003101,ACC106580,2026-04-23 18:35:00,6138.09,transfer_out,-,web,TH,18,629,1,2248,NORMAL
TXN10003102,ACC719659,2026-04-15 02:57:00,129962.02,transfer_out,-,mobile,US,2,3201,10,218,FRAUD
TXN10003103,ACC856922,2026-04-19 13:37:00,235.75,purchase,Lazada,mobile,TH,13,2356,4,1516,NORMAL
TXN10003104,ACC234942,2026-04-10 20:29:00,103053.44,transfer_out,-,mobile,TH,20,31,20,7,MULE
TXN10003105,ACC796943,2026-04-21 04:35:00,101.68,purchase,Crypto Exchange,web,RU,4,1672,7,3,FRAUD
TXN10003106,ACC359074,2026-04-03 17:56:00,1118.62,purchase,Lotus's,mobile,TH,17,950,1,63,NORMAL
TXN10003107,ACC672045,2026-04-07 03:24:00,412.87,purchase,7-Eleven,mobile,SG,3,3112,8,738,NORMAL
TXN10003108,ACC375229,2026-04-19 15:10:00,551.48,purchase,Lazada,web,SG,15,1110,4,347,NORMAL
TXN10003109,ACC314870,2026-04-15 23:55:00,61008.43,purchase,Foreign Online Shop,web,US,23,2931,12,31,FRAUD
TXN10003110,ACC951265,2026-04-21 16:57:00,1437.65,transfer_out,-,branch,TH,16,615,3,163,NORMAL
TXN10003111,ACC671308,2026-04-10 13:59:00,394.17,purchase,Grab,atm,TH,13,1970,7,471,NORMAL
TXN10003112,ACC219263,2026-04-02 15:08:00,248.28,purchase,Shopee,atm,TH,15,2575,8,98,NORMAL
TXN10003113,ACC391909,2026-04-25 00:51:00,121048.37,purchase,Gift Card Reseller,web,PH,0,291,14,21,FRAUD
TXN10003114,ACC930874,2026-04-12 15:33:00,529.74,purchase,Central,atm,TH,15,922,4,415,NORMAL
TXN10003115,ACC386814,2026-04-19 16:36:00,674.11,purchase,Lazada,web,JP,16,1423,2,316,NORMAL
TXN10003116,ACC733270,2026-04-06 13:11:00,206.63,purchase,Shopee,atm,TH,13,3079,6,311,NORMAL
TXN10003117,ACC590015,2026-04-29 14:59:00,451.72,purchase,PTT Station,mobile,SG,14,848,4,174,NORMAL
TXN10003118,ACC113373,2026-04-26 14:56:00,116.45,purchase,Lazada,mobile,JP,14,214,4,64,NORMAL
TXN10003119,ACC755993,2026-04-01 15:16:00,4320.94,transfer_out,-,mobile,TH,15,791,5,2639,NORMAL
TXN10003120,ACC560692,2026-04-27 15:35:00,32474.15,transfer_in,-,web,SG,15,2201,5,438,NORMAL
TXN10003121,ACC625705,2026-04-13 13:14:00,7086.79,transfer_in,-,atm,TH,13,1924,5,214,NORMAL
TXN10003122,ACC450253,2026-04-01 16:12:00,9121.69,transfer_out,-,web,TH,16,1268,4,573,NORMAL
TXN10003123,ACC869627,2026-04-23 18:33:00,250.53,purchase,Grab,web,TH,18,2169,7,404,NORMAL
TXN10003124,ACC806889,2026-04-06 03:08:00,143869.19,transfer_out,-,web,TH,3,1268,11,23,FRAUD
TXN10003125,ACC836353,2026-04-30 13:50:00,2303.9,transfer_out,-,mobile,TH,13,2496,2,62,NORMAL
TXN10003126,ACC678030,2026-04-24 13:16:00,1376.19,transfer_in,-,web,TH,13,2862,8,317,NORMAL
TXN10003127,ACC467172,2026-04-17 18:33:00,1102.26,purchase,Shopee,atm,TH,18,2998,3,444,NORMAL
TXN10003128,ACC187235,2026-04-11 20:20:00,99856.17,transfer_in,-,mobile,PH,20,63,30,11,MULE
