"TransactionID","isFraud","TransactionDT","TransactionAmt","ProductCD","card1","card2","card3","card4","card5","card6","addr1","addr2","P_emaildomain","R_emaildomain","C1","C2","C3","C4","C5","D1","D2","D3","D4","D15"
3106482,0,2329066,12.709,"C",15885,545,185,"visa",138,"debit",,,"yahoo.com.mx","yahoo.com.mx",1,1,0,1,0,0,,,0,0
3106517,0,2329518,250,"R",15832,583,150,"mastercard",195,"credit",204,87,"yahoo.com","yahoo.com",1,1,0,1,0,419,419,,419,
3106518,0,2329537,47.95,"W",12510,285,150,"visa",226,"debit",299,87,"sbcglobal.net",,5,2,0,0,5,0,,,493,493
3106569,0,2330198,57.95,"W",14025,479,150,"visa",226,"debit",143,87,"yahoo.com",,6,7,0,0,1,389,389,23,389,389
3106571,0,2330224,107.95,"W",6610,390,150,"mastercard",195,"debit",191,87,,,124,107,0,0,99,43,43,3,,43
3106665,0,2331505,29,"W",6170,174,150,"visa",226,"debit",327,87,"yahoo.com",,10,7,0,0,0,346,346,10,346,346
3106686,0,2331903,57.95,"W",11534,480,150,"mastercard",117,"debit",143,87,,,3,3,0,0,1,217,217,7,,218
3106703,0,2332054,226,"W",6892,560,150,"visa",226,"credit",433,87,,,3,2,0,0,0,213,213,0,,213
3106709,0,2332078,59,"W",10186,417,150,"visa",226,"debit",325,87,,,1,1,0,0,0,0,,,0,0
3106790,0,2333646,59,"W",14741,286,150,"visa",226,"debit",204,87,"gmail.com",,1,1,0,0,0,0,,0,0,0
3106818,0,2334266,15.158,"C",3154,408,185,"mastercard",224,"debit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3106819,0,2334270,75,"H",13780,298,150,"visa",226,"debit",441,87,"yahoo.com","gmail.com",1,1,0,1,0,0,,,,
3106870,0,2335042,67.95,"W",4436,174,150,"visa",226,"debit",184,87,"yahoo.com",,1,1,0,0,1,0,,,0,0
3106882,0,2335234,171,"W",9998,194,150,"visa",166,"debit",181,87,"gmail.com",,1,1,0,0,0,43,43,36,42,42
3106890,0,2335372,107.95,"W",9500,321,150,"visa",226,"debit",330,87,"yahoo.com",,1,3,0,0,1,59,59,36,58,58
3106900,0,2335523,30,"H",16659,170,150,"visa",226,"credit",433,87,"yahoo.com","gmail.com",2,1,0,1,0,0,,,,
3106904,0,2335613,50,"H",11656,399,150,"american express",185,"credit",299,87,"anonymous.com","anonymous.com",1,1,0,1,0,0,,,,
3106906,0,2335640,9.095,"C",1433,366,162,"mastercard",166,"debit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3106984,0,2336864,57.95,"W",1444,490,150,"visa",166,"debit",299,87,"gmail.com",,3,1,0,0,1,51,51,20,323,323
3106997,0,2337139,64.83,"C",15885,545,185,"visa",138,"debit",,,"hotmail.com","hotmail.com",1,3,0,1,0,393,393,288,393,344
3107008,0,2337292,150,"R",14643,529,150,"visa",162,"credit",498,87,"rocketmail.com","rocketmail.com",1,2,0,3,0,373,373,,372,
3107017,0,2337456,31,"W",13626,484,150,"mastercard",224,"credit",204,87,"gmail.com",,3,1,0,0,0,0,,,41,41
3107033,0,2337735,117,"W",7815,161,150,"mastercard",117,"debit",123,87,,,1,1,0,0,0,3,3,3,,3
3107105,0,2339108,67.95,"W",2884,490,150,"visa",226,"debit",310,87,"yahoo.com",,1,1,0,0,1,109,109,23,108,108
3107140,0,2339718,37.079,"C",11201,103,185,"visa",226,"debit",,,"gmail.com","gmail.com",3,7,0,3,0,370,370,46,0,0
3107145,0,2339793,159.95,"W",9500,321,150,"visa",226,"debit",330,87,"yahoo.com",,2,2,0,0,5,333,333,10,332,332
3107148,0,2339856,50,"R",16628,399,150,"american express",198,"credit",204,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3107152,0,2339994,150,"R",4229,399,150,"american express",137,"credit",204,87,"gmail.com","yahoo.com",1,1,0,1,0,0,,,,
3107201,0,2340987,100,"H",6019,583,150,"visa",226,"credit",472,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3107236,0,2341574,100,"R",17400,174,150,"visa",226,"debit",181,87,"anonymous.com","hotmail.com",1,1,0,1,0,0,,,,
3107240,0,2341618,67.95,"W",17188,321,150,"visa",226,"debit",299,87,"yahoo.com",,4,2,0,0,3,506,506,8,505,505
3107255,0,2341913,6.487,"C",4475,439,144,"mastercard",224,"credit",,,"anonymous.com","anonymous.com",1,14,0,3,0,125,125,0,0,125
3107327,1,2343311,300,"R",10057,225,150,"mastercard",224,"debit",191,87,"yahoo.com","yahoo.com",87,96,0,21,0,0,,,,
3107374,0,2344426,25,"H",17188,321,150,"visa",226,"debit",299,87,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,,
3107420,0,2345666,20.988,"C",10876,104,185,"visa",137,"credit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3107421,0,2345677,21.571,"C",3154,408,185,"mastercard",224,"debit",,,"anonymous.com","anonymous.com",1,1,0,1,0,0,,,0,0
3107426,0,2345715,20,"H",13249,111,150,"visa",226,"debit",264,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3107443,0,2346191,53.95,"W",12695,490,150,"visa",226,"debit",325,87,"gmail.com",,2,1,0,0,2,444,444,76,475,475
3107445,0,2346219,22.271,"C",15885,545,185,"visa",138,"debit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3107460,0,2346830,77.95,"W",12695,490,150,"visa",226,"debit",325,87,,,3,3,0,0,1,215,215,47,,214
3107466,0,2346981,53.636,"C",14603,555,119,"mastercard",232,"credit",,,"gmail.com","gmail.com",1,3,0,1,0,0,0,0,0,0
3107480,0,2347368,85.118,"C",15885,545,185,"visa",138,"debit",,,"gmail.com","gmail.com",1,1,0,1,0,365,,365,0,0
3107524,0,2348528,68.95,"W",18268,583,150,"visa",226,"credit",299,87,"gmail.com",,5,2,0,0,3,0,,,62,15
3107558,0,2349976,31.715,"C",15885,545,185,"visa",138,"debit",,,"outlook.com","outlook.com",1,1,0,1,0,0,,,0,0
3107589,0,2351542,226,"W",9946,555,150,"visa",226,"credit",337,87,,,1,1,0,0,0,0,,,,0
3107614,1,2352981,32.182,"C",15885,545,185,"visa",138,"debit",,,"hotmail.com","hotmail.com",3,3,0,3,0,0,,,0,0
3107618,0,2353279,108.95,"W",18132,567,150,"mastercard",117,"debit",204,87,,,1,1,0,0,1,0,,,,0
3107631,0,2353805,107.95,"W",1546,111,150,"visa",226,"debit",204,87,"gmail.com",,2,2,0,0,1,0,,,0,0
3107646,0,2354460,724,"W",7207,111,150,"visa",226,"debit",204,87,"yahoo.com",,313,283,0,0,101,155,154,0,86,0
3107694,0,2357514,63.547,"C",15066,170,150,"mastercard",102,"credit",,,"yahoo.com","yahoo.com",1,1,0,1,0,0,,,0,0
3107735,0,2361258,34.98,"C",15885,545,185,"visa",138,"debit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,,0,0
3107743,0,2361793,554,"W",7919,194,150,"mastercard",202,"debit",299,87,,,15,15,0,0,3,152,152,35,,395
3107763,0,2364447,29,"W",12577,268,150,"visa",166,"debit",181,87,,,2,3,0,0,0,3,,2,,27
3107801,0,2372895,82.95,"W",9749,528,150,"visa",226,"credit",191,87,"att.net",,11,12,0,0,14,343,343,343,492,492
3107838,0,2376481,53.95,"W",10493,455,150,"mastercard",166,"debit",387,87,"anonymous.com",,3,2,0,0,1,0,,,37,37
3107845,0,2377040,139.95,"W",6019,583,150,"visa",226,"credit",327,87,,,1,1,0,0,1,8,8,0,,9
3107851,0,2377388,53.97,"W",7919,194,150,"mastercard",202,"debit",315,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3107852,0,2377621,55,"S",9552,399,150,"american express",102,"credit",204,87,,"aol.com",4,2,1,2,0,191,191,13,,525
3107854,0,2377867,117,"W",12106,555,150,"visa",226,"debit",387,87,"yahoo.com",,1,1,0,0,0,0,,,0,0
3107875,0,2379086,298.25,"W",12501,490,150,"visa",226,"debit",204,87,,,1,1,0,0,1,186,186,15,,186
3107924,0,2381156,50,"H",15578,555,150,"visa",226,"debit",472,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3107937,1,2381805,59,"W",7744,417,150,"visa",226,"debit",308,87,,,13,12,0,0,3,19,19,5,,511
3107944,0,2382181,311.95,"W",10112,360,150,"visa",166,"debit",177,87,"gmail.com",,6,6,0,0,2,70,70,8,70,241
3107948,0,2382311,311.95,"W",6951,111,150,"visa",226,"debit",441,87,"gmail.com",,1,1,0,0,1,495,495,89,152,495
3107961,0,2382633,87.95,"W",15484,418,150,"visa",226,"debit",264,87,,,1,1,0,0,1,4,4,4,,4
3107967,0,2382877,67.95,"W",1741,517,150,"mastercard",224,"debit",264,87,,,5,6,0,0,5,168,110,7,,471
3108014,0,2384521,80,"H",9112,250,150,"visa",226,"debit",441,87,"yahoo.com","yahoo.com",1,1,0,1,0,0,,,,
3108017,0,2384548,131,"W",3605,514,150,"mastercard",224,"debit",126,87,,,7,10,0,0,0,498,498,6,,498
3108025,0,2384791,39,"W",7482,490,150,"visa",226,"debit",325,87,"aol.com",,1,1,0,0,0,465,465,10,465,465
3108042,0,2385149,293.5,"W",7585,553,150,"visa",226,"credit",325,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3108067,0,2385813,28.217,"C",13331,555,195,"mastercard",224,"debit",,,"hotmail.com","hotmail.com",1,2,0,1,0,0,,1,1,1
3108070,0,2385825,59,"W",7710,436,150,"visa",226,"debit",441,87,"anonymous.com",,1,1,0,0,0,469,469,7,469,469
3108076,0,2385972,117,"W",1546,111,150,"visa",226,"debit",204,87,"gmail.com",,1,2,0,0,0,252,252,7,252,252
3108081,0,2386110,100,"S",13754,489,150,"mastercard",102,"credit",330,87,,"yahoo.com",6,4,0,3,0,310,310,73,,535
3108105,0,2386631,189.592,"C",9633,296,185,"visa",138,"debit",,,"hotmail.com","hotmail.com",2,2,0,1,0,0,0,0,29,0
3108141,0,2387626,27.95,"W",2569,174,150,"visa",166,"debit",327,87,"gmail.com",,1,1,0,0,1,9,9,0,9,9
3108173,0,2388254,209.95,"W",10094,,150,"visa",138,"debit",181,87,"gmail.com",,3,3,0,0,2,91,91,13,87,91
3108175,0,2388317,77,"W",6530,206,150,"mastercard",166,"debit",337,87,"yahoo.com",,1,1,0,0,0,0,,,0,0
3108187,0,2388534,105.95,"W",12686,215,150,"visa",226,"debit",476,87,"yahoo.com",,4,1,0,0,1,0,,,504,504
3108196,0,2388650,83.95,"W",9249,543,150,"mastercard",224,"debit",205,87,,,10,5,0,0,4,63,63,22,,117
3108252,0,2389522,32.356,"C",7099,545,185,"visa",195,"credit",,,"gmail.com","gmail.com",3,35,0,1,0,41,4,0,494,494
3108274,0,2389891,562.98,"W",2939,111,150,"mastercard",102,"credit",184,87,,,2,1,0,0,1,61,61,61,,61
3108281,0,2389962,59,"W",14712,111,150,"visa",226,"debit",264,87,"yahoo.com",,1,1,0,0,0,509,509,10,509,509
3108283,0,2389979,59,"W",6236,194,150,"mastercard",117,"debit",181,87,"gmail.com",,3,1,0,0,0,115,115,5,486,512
3108308,0,2390313,100,"R",14182,562,150,"mastercard",102,"credit",204,87,"anonymous.com","anonymous.com",1,1,0,1,0,0,,,,
3108328,0,2390707,200,"R",6019,583,150,"visa",226,"credit",205,87,"gmail.com","gmail.com",1,1,0,2,0,82,82,,,
3108343,0,2390806,108.95,"W",9515,492,150,"visa",226,"debit",343,87,"gmail.com",,2,2,0,0,1,173,173,140,352,352
3108349,0,2390950,107.95,"W",2970,,150,"visa",226,"credit",337,87,"aol.com",,4,3,0,0,3,0,,,0,0
3108356,1,2391124,52.589,"C",3867,296,185,"visa",226,"credit",,,"gmail.com","gmail.com",10,21,0,3,0,1,,0,0,1
3108372,0,2391414,151,"W",2616,,150,"discover",102,"credit",204,87,,,2,1,0,0,0,27,,27,,28
3108422,0,2392159,142.305,"C",16062,500,185,"mastercard",137,"credit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,,0,0
3108440,0,2392421,11.31,"C",5458,266,185,"mastercard",224,"credit",,,"gmail.com","gmail.com",2,4,0,1,0,0,,,0,0
3108463,0,2392652,100,"H",8159,552,150,"visa",226,"debit",433,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3108464,0,2392654,35.95,"W",9500,321,150,"visa",226,"debit",204,87,"gmail.com",,13,11,0,0,7,0,,,478,0
3108495,0,2393110,100,"R",12501,490,150,"visa",226,"debit",181,87,"gmail.com","gmail.com",1,1,0,1,0,327,327,,,
3108502,0,2393267,84.535,"C",9300,103,185,"visa",138,"debit",,,"prodigy.net.mx","prodigy.net.mx",1,1,0,1,0,0,,,0,0
3108503,0,2393274,92,"W",18255,514,150,"mastercard",224,"debit",299,87,"yahoo.com",,3,2,0,0,1,509,509,3,509,509
3108509,0,2393337,49,"W",5033,269,150,"mastercard",224,"debit",327,87,"aol.com",,1,1,0,0,0,15,15,12,15,15
3108529,0,2393664,75,"R",13809,583,150,"visa",226,"credit",123,87,"anonymous.com","anonymous.com",1,1,0,1,0,0,,,,
3108559,0,2394305,100,"R",7585,553,150,"visa",226,"credit",264,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3108581,0,2394620,55.95,"W",8763,555,150,"visa",226,"debit",441,87,"gmail.com",,112,101,0,0,171,337,337,5,510,510
3108599,0,2394753,117,"W",12695,490,150,"visa",226,"debit",325,87,,,4,5,0,0,1,498,448,2,,498
3108643,0,2395366,56.434,"C",8755,500,185,"mastercard",224,"credit",,,"anonymous.com","anonymous.com",1,1,0,1,0,0,,,0,0
3108676,0,2395829,56.5,"W",11280,481,150,"visa",226,"credit",126,87,"gmail.com",,2,1,0,0,0,0,,,2,2
3108685,0,2395937,425,"R",12508,399,150,"american express",185,"credit",325,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3108696,0,2396048,59,"W",2125,362,150,"visa",226,"debit",181,87,,,3,2,0,0,0,25,25,0,,182
3108725,0,2396511,250,"R",10135,555,150,"visa",226,"debit",387,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3108726,0,2396514,800,"R",6741,583,150,"visa",195,"credit",343,87,"anonymous.com","anonymous.com",1,1,0,1,0,0,,,0,0
3108745,0,2396703,57.95,"W",15494,111,150,"visa",226,"debit",126,87,,,2,3,0,0,1,448,448,11,,448
3108761,0,2396812,33.581,"C",5458,266,185,"mastercard",224,"credit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3108818,0,2397517,1308.5,"W",9500,321,150,"visa",226,"debit",251,87,"gmail.com",,1,1,0,0,1,4,,5,5,5
3108821,0,2397561,50,"R",18132,567,150,"mastercard",117,"debit",272,87,"yahoo.com","gmail.com",1,1,0,1,0,0,,,0,0
3108856,0,2398051,59,"W",17399,111,150,"mastercard",224,"debit",299,87,"yahoo.com",,1,1,0,0,0,0,,,0,0
3108871,0,2398302,59,"W",7919,194,150,"mastercard",202,"debit",170,87,,,1,1,0,0,0,0,,,,0
3108875,0,2398368,44.5,"W",2781,,150,"visa",166,"debit",325,87,,,1,1,0,0,0,0,,,,0
3108876,0,2398382,50,"H",6019,583,150,"visa",226,"credit",264,87,"yahoo.com","gmail.com",1,1,0,1,0,0,,,,
3108901,0,2398752,77,"W",16232,396,150,"mastercard",224,"debit",315,87,"yahoo.com",,1,3,0,0,0,26,26,0,0,0
3108902,0,2398767,226,"W",9803,583,150,"visa",226,"credit",123,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3108917,0,2399006,119.95,"W",9500,321,150,"visa",226,"debit",204,87,"yahoo.com",,6,2,0,0,5,103,103,41,0,103
3108939,0,2399251,205.32,"W",1726,369,150,"mastercard",224,"debit",110,87,"hotmail.com",,1,1,0,0,1,9,9,9,0,9
3108943,1,2399292,225.239,"C",15885,545,185,"visa",138,"debit",,,"gmail.com","gmail.com",11,22,0,3,0,0,,,0,0
3108995,0,2400065,125,"R",13844,583,150,"visa",226,"credit",272,87,"anonymous.com","anonymous.com",1,1,0,1,0,0,,,,
3108998,0,2400085,48.95,"W",13597,198,150,"visa",226,"debit",191,87,"yahoo.com",,11,9,0,0,8,506,440,4,358,506
3109004,1,2400184,39.5,"W",10616,583,150,"visa",226,"credit",325,87,"hotmail.com",,2,2,0,0,0,0,0,0,6,6
3109008,0,2400209,49,"W",18018,452,150,"mastercard",117,"debit",264,87,"gmail.com",,1,1,0,0,0,494,494,494,0,494
3109016,1,2400263,12.593,"C",15885,545,185,"visa",138,"debit",,,"gmail.com","gmail.com",2,2,0,1,0,0,,,135,135
3109028,0,2400416,29.95,"W",9500,321,150,"visa",226,"debit",204,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3109032,0,2400446,100,"R",14858,558,150,"visa",226,"debit",325,87,"aol.com","aol.com",1,1,0,1,0,522,522,,522,522
3109052,0,2400652,226,"W",12695,490,150,"visa",226,"debit",325,87,,,1,2,0,0,0,172,,172,,486
3109123,0,2401706,9.678,"C",3916,341,185,"visa",195,"credit",,,"hotmail.com","hotmail.com",2,2,0,1,0,0,,,213,213
3109133,0,2401871,107.95,"W",12839,321,150,"visa",226,"debit",512,87,,,1,1,0,0,2,7,7,7,,7
3109147,0,2402017,25.361,"C",15885,545,185,"visa",138,"debit",,,"gmail.com","gmail.com",1,4,0,1,0,0,0,0,0,0
3109181,0,2402414,117,"W",11157,215,150,"visa",226,"debit",204,87,"gmail.com",,117,86,0,0,126,199,198,0,199,199
3109187,0,2402467,50,"H",12544,321,150,"visa",226,"debit",337,87,"ymail.com","gmail.com",1,1,0,1,0,0,,,,
3109198,0,2402587,59,"W",7919,194,150,"mastercard",202,"debit",299,87,"aol.com",,3,3,0,0,0,399,399,35,399,91
3109230,0,2402822,32.97,"W",15497,490,150,"visa",226,"debit",299,87,"gmail.com",,10,9,0,0,4,0,,1,65,65
3109250,1,2403156,32.356,"C",15801,555,119,"mastercard",224,"credit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,,0,0
3109254,0,2403192,49,"W",10057,225,150,"mastercard",224,"debit",204,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3109335,0,2404284,50,"H",3257,399,150,"american express",236,"credit",337,87,"yahoo.com","yahoo.com",2,1,0,1,0,0,,,,
3109350,0,2404492,50,"R",7040,529,150,"visa",226,"credit",204,87,"gmail.com","gmail.com",3,2,0,2,0,0,,,,
3109374,0,2404746,35.95,"W",13780,298,150,"visa",226,"debit",441,87,"yahoo.com",,5,2,0,0,1,77,73,73,509,509
3109384,0,2404877,42.559,"C",11201,103,185,"visa",226,"debit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3109467,0,2406073,57.95,"W",1450,215,150,"visa",166,"debit",204,87,"gmail.com",,1,1,0,0,1,0,,,501,501
3109486,0,2406209,34.105,"C",1164,545,185,"visa",137,"debit",,,"anonymous.com","anonymous.com",1,1,0,1,0,0,,,0,0
3109503,0,2406411,150,"R",7861,494,150,"visa",226,"credit",512,87,"comcast.net","anonymous.com",1,1,0,1,0,0,,,,
3109530,0,2406683,192.856,"C",6019,583,150,"visa",226,"credit",,,"gmail.com","gmail.com",1,1,0,1,0,0,,,0,0
3109556,0,2407018,189.95,"W",8320,476,150,"visa",166,"debit",299,87,"yahoo.com",,18,18,0,0,9,83,83,0,150,150
3109566,0,2407162,75,"R",1724,583,150,"visa",226,"credit",420,87,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,,
3109573,0,2407234,29.733,"C",15885,545,185,"visa",138,"debit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3109631,0,2408225,59,"W",18132,567,150,"mastercard",117,"debit",272,87,,,3,2,0,0,0,137,137,1,,0
3109639,0,2408309,335,"W",5273,555,150,"visa",226,"debit",315,87,"yahoo.com",,1,1,0,0,0,0,,,0,0
3109657,0,2408527,59,"W",3821,111,150,"mastercard",219,"credit",315,87,,,1,1,0,0,0,0,,,,0
3109659,1,2408536,54.919,"C",9026,545,185,"visa",137,"credit",,,"hotmail.com","hotmail.com",2,2,0,1,0,0,,,73,0
3109688,0,2408895,100,"H",6019,583,150,"visa",226,"credit",299,87,"gmail.com","yahoo.com",1,1,0,1,0,0,,,,
3109690,0,2408945,117,"W",15063,,150,"visa",226,"credit",325,87,,,1,1,0,0,0,68,68,57,,68
3109724,0,2409433,18.656,"C",5595,545,185,"visa",138,"debit",,,"hotmail.com","hotmail.com",1,7,0,2,0,363,363,0,0,364
3109745,0,2409749,75,"R",17480,181,150,"visa",226,"credit",299,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3109841,0,2411347,29,"W",12501,490,150,"visa",226,"debit",272,87,"gmail",,1,2,0,0,0,13,13,13,13,13
3109852,0,2411519,67.95,"W",9884,105,150,"visa",166,"debit",264,87,"yahoo.com",,1,1,0,0,1,15,15,15,493,493
3109870,0,2411823,100,"W",6957,,150,"visa",166,"debit",272,87,"yahoo.com",,1,1,0,0,0,0,,,0,0
3109872,0,2411852,30,"H",17223,441,150,"visa",226,"debit",472,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3109877,0,2411905,335,"W",11218,579,150,"visa",226,"debit",184,87,,,1,1,0,0,0,0,,,,35
3109948,0,2413110,59.54,"W",7508,321,150,"visa",226,"debit",158,87,"yahoo.com",,1,1,0,0,0,141,141,16,141,141
3109994,0,2413740,57.95,"W",12544,321,150,"visa",226,"debit",441,87,"gmail.com",,32,26,0,0,25,0,0,0,0,0
3109996,0,2413756,48.95,"W",17188,321,150,"visa",226,"debit",310,87,,,1,1,0,0,1,111,111,62,,111
3109999,1,2413826,59,"W",7508,321,150,"visa",226,"debit",220,87,"gmail.com",,3,6,0,0,0,119,119,1,224,488
3110019,0,2414121,107.95,"W",11207,361,150,"visa",226,"debit",325,87,"gmail.com",,5,4,0,0,3,0,,,214,214
3110030,0,2414245,250,"R",15007,583,150,"visa",226,"credit",337,87,"yahoo.com","yahoo.com",1,1,0,1,0,0,,,,
3110047,0,2414632,117,"W",13511,111,150,"visa",166,"debit",315,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3110066,0,2414847,219.95,"W",10616,583,150,"visa",226,"credit",299,87,,,1,1,0,0,1,0,,,,0
3110070,0,2414902,774,"W",7664,490,150,"visa",226,"debit",191,87,,,1,1,0,0,0,0,,,,0
3110079,0,2415035,694.95,"W",11280,481,150,"visa",226,"credit",325,87,"hotmail.com",,1,1,0,0,1,0,,,0,0
3110091,0,2415179,57.95,"W",18109,543,150,"mastercard",224,"debit",264,87,"gmail.com",,2,2,0,0,1,2,2,3,3,3
3110092,0,2415185,250,"R",3821,111,150,"mastercard",219,"credit",272,87,"yahoo.com","anonymous.com",1,1,0,1,0,0,,,,
3110096,0,2415279,29,"W",13307,428,150,"visa",166,"debit",337,87,,,1,1,0,0,0,0,,,,353
3110103,0,2415408,53.17,"C",3702,311,185,"visa",102,"debit",,,"gmail.com","gmail.com",1,5,0,1,0,0,0,0,0,0
3110110,0,2415524,107.95,"W",3851,140,150,"visa",194,"credit",204,87,"yahoo.com",,15,14,0,0,8,155,155,8,296,239
3110148,0,2416030,201,"W",12321,490,150,"visa",226,"debit",469,87,"gmail.com",,2,1,0,0,0,0,,,47,47
3110155,0,2416212,141,"W",13324,122,150,"mastercard",166,"debit",330,87,,,5,5,0,0,2,49,49,8,,164
3110179,0,2416663,25,"H",7432,555,150,"visa",226,"debit",315,87,"yahoo.com","icloud.com",1,1,0,1,0,0,,,,
3110189,0,2416782,34,"W",11360,543,150,"mastercard",224,"debit",337,87,,,1,2,0,0,0,276,276,1,,276
3110229,0,2417452,235,"W",14842,370,150,"visa",166,"debit",191,87,"gmail.com",,3,1,0,0,0,146,146,146,0,146
3110240,0,2417675,289.21,"W",14003,423,150,"visa",226,"credit",337,87,"hotmail.com",,1,1,0,0,1,0,,,0,0
3110247,0,2417816,54,"W",14392,526,150,"visa",226,"debit",264,87,"aol.com",,2,1,0,0,0,0,,,0,74
3110260,0,2418041,15.741,"C",15885,545,185,"visa",138,"debit",,,"live.com.mx","live.com.mx",1,1,0,1,0,0,,,0,0
3110266,0,2418154,44.366,"C",9026,545,185,"visa",137,"credit",,,"hotmail.com","hotmail.com",4,9,0,1,0,0,,1,290,265
3110268,0,2418181,85.118,"C",17147,273,185,"mastercard",197,"credit",,,"gmail.com","gmail.com",2,2,0,1,0,0,,,0,0
3110270,0,2418186,39.644,"C",14349,170,150,"mastercard",195,"credit",,,"gmail.com","gmail.com",1,2,0,1,0,0,0,0,0,0
3110275,0,2418293,40,"W",4272,111,150,"visa",226,"debit",272,87,"hotmail.com",,2,2,0,0,3,202,202,28,202,202
3110283,0,2418394,47.95,"W",15185,332,150,"visa",226,"debit",264,87,"gmail.com",,3,2,0,0,1,0,,,106,0
3110295,0,2418559,117,"W",16718,420,150,"mastercard",224,"debit",177,87,,,1,1,0,0,0,0,0,1,,1
3110333,0,2419194,844.95,"W",14479,387,150,"visa",226,"credit",436,87,"anonymous.com",,1,1,0,0,1,0,,,0,0
3110361,0,2419819,25,"H",9500,321,150,"visa",226,"debit",272,87,"gmail.com","gmail.com",1,1,0,1,0,0,,,,
3110370,0,2419969,88.95,"W",16132,111,150,"visa",226,"debit",299,87,"yahoo.com",,1,2,0,0,1,64,64,32,63,63
3110445,0,2421089,117,"W",6906,553,150,"visa",195,"debit",512,87,"gmail.com",,1,2,0,0,0,95,95,50,94,94
3110449,0,2421147,49,"W",1877,310,150,"mastercard",224,"debit",272,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3110483,0,2421700,55,"W",9561,242,150,"visa",166,"debit",269,87,"gmail.com",,2,1,0,0,0,111,111,72,72,110
3110488,0,2421838,169.07,"C",15885,545,185,"visa",138,"debit",,,"icloud.com","icloud.com",1,1,0,1,0,0,,,0,0
3110509,0,2422259,12.826,"C",15885,545,185,"visa",138,"debit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3110579,0,2423731,57.95,"W",10023,111,150,"visa",226,"debit",325,87,"gmail.com",,1,1,0,0,1,0,,,0,0
3110607,0,2424288,2611.75,"W",6019,583,150,"visa",226,"credit",264,87,"comcast.net",,1,1,0,0,1,0,,,0,0
3110635,0,2424863,119.95,"W",18132,567,150,"mastercard",117,"debit",204,87,"anonymous.com",,2,2,0,0,1,68,68,20,68,68
3110675,0,2425722,49,"W",2884,490,150,"visa",226,"debit",420,87,"comcast.net",,1,2,0,0,0,337,337,0,327,336
3110678,0,2425765,95,"W",11972,134,150,"visa",226,"credit",325,87,"gmail.com",,1,1,0,0,0,0,,,0,0
3110682,0,2425813,59,"W",8406,264,150,"visa",226,"debit",184,87,,,1,1,0,0,0,0,,,,0
3110766,0,2427488,20,"H",2616,327,150,"discover",102,"credit",330,87,"aol.com",,1,1,0,0,0,0,,,,
3110771,0,2427637,117,"W",12544,321,150,"visa",226,"debit",191,87,"gmail.com",,1,3,0,0,0,175,175,1,151,121
3110818,0,2428869,514.37,"W",16659,170,150,"visa",226,"credit",315,87,"comcast.net",,1,1,0,0,1,0,,,0,0
3110829,0,2429048,100,"R",4054,519,150,"mastercard",117,"debit",315,87,"anonymous.com","anonymous.com",1,1,0,1,0,0,,,,
3110882,0,2430227,32.415,"C",13832,375,185,"mastercard",224,"debit",,,"hotmail.com","hotmail.com",1,1,0,1,0,0,,,0,0
3110887,0,2430313,19.589,"C",14276,177,185,"mastercard",137,"credit",,,"yahoo.com","yahoo.com",1,1,0,1,0,0,,,0,0
3110891,0,2430362,97.95,"W",12105,127,150,"mastercard",224,"debit",327,87,"yahoo.com",,11,10,0,0,5,301,301,26,126,116
3110914,0,2431144,77,"W",12883,404,150,"visa",226,"credit",264,87,,,1,1,0,0,0,0,,,,0
