loan_id,customer_id,age,gender,marital_status,education,employment_type,years_employed,annual_income,monthly_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,collateral_type,loan_purpose,debt_to_income,missed_payments_6m,months_with_bank,num_bank_products,default
LN000562,CUS00562,33,Male,Divorced,Doctoral,Freelance,25,4094369,339412,2760610,84,9.70852605150048,632,0,Fixed Deposit,Medical,0.27902124728539546,2,182,2,0
LN001457,CUS01457,53,Male,Married,Primary,Freelance,29,1960695,162046,2804196,60,8.53291174464939,408,3,Life Insurance,Debt Consolidation,3.281542382558476,6,47,5,1
LN001877,CUS01877,39,Female,Divorced,Doctoral,Permanent Employee,29,3862202,326757,2685022,36,13.319065603375222,439,3,,Personal Loan,2.429740489073805,4,201,6,1
LN001652,CUS01652,35,Female,Married,Bachelor,Permanent Employee,12,1067198,86696,1870284,48,14.976843353684446,835,1,Real Estate,Debt Consolidation,5.253293582384347,4,156,5,1
LN000850,CUS00850,43,Female,Widowed,Bachelor,Business Owner,14,1568511,123660,3443808,84,7.887426113402291,699,3,Fixed Deposit,Medical,3.80569120646693,2,170,2,0
LN000273,CUS00273,28,Male,Divorced,Doctoral,Government Officer,27,310114,31905,3194826,36,6.643727856912445,661,5,Vehicle,Education,32.54275417728101,4,42,6,0
LN001550,CUS01550,65,Male,Widowed,Vocational,Freelance,25,2491549,209312,2387109,48,3.350879539117108,481,5,,Debt Consolidation,3.019316888001187,3,126,5,1
LN001035,CUS01035,50,Male,Married,Primary,Self-Employed,12,1647486,141548,4398158,12,7.255465619454415,540,2,Fixed Deposit,Medical,32.3243298768036,5,218,4,1
LN001744,CUS01744,58,Female,Divorced,Master,Contract Employee,12,3406707,293776,3468370,60,4.595608101978275,443,4,Real Estate,Auto Loan,2.534449961634415,6,29,5,1
LN000372,CUS00372,26,Male,Single,Bachelor,Permanent Employee,25,3800888,318455,476325,120,14.892997207440565,604,2,Life Insurance,Debt Consolidation,0.0,5,69,4,0
LN001670,CUS01670,39,Female,Divorced,Doctoral,Permanent Employee,29,4031724,329396,2573365,36,13.00624279542675,471,3,,Personal Loan,3.4209224021797344,4,203,6,1
LN000722,CUS00722,45,Male,Married,Doctoral,Freelance,23,3621446,304507,2381305,36,12.764248933192777,501,3,,Auto Loan,3.180021431509253,0,164,1,0
LN000734,CUS00734,42,Male,Single,Master,Self-Employed,22,2323845,188131,863445,36,7.956891241866388,502,5,Life Insurance,Home Purchase,2.430807720519877,0,231,5,0
LN000778,CUS00778,22,Female,Widowed,Primary,Freelance,8,3669108,301555,729474,48,14.425388105665391,739,4,Real Estate,Education,0.0,4,40,1,0
LN000519,CUS00519,28,Female,Widowed,Bachelor,Self-Employed,34,3655250,289999,282661,84,11.07213524551489,740,1,Guarantor,Auto Loan,0.88548759010431,0,96,5,0
LN000335,CUS00335,37,Female,Married,Secondary,Government Officer,0,570768,44752,3455167,120,12.432036440823985,779,3,Fixed Deposit,Business Expansion,6.958639404564941,2,202,4,0
LN000846,CUS00846,46,Female,Married,Vocational,Permanent Employee,32,4198659,349439,1328004,120,10.006465654119715,486,2,,Education,0.0,3,137,5,0
LN001252,CUS01252,27,Male,Married,Doctoral,Contract Employee,6,4127776,343032,1686785,12,13.588231345504578,721,0,Guarantor,Education,4.718313761680835,0,180,5,1
LN001053,CUS01053,39,Female,Divorced,Doctoral,Permanent Employee,29,3974738,334619,2550058,36,13.441357942060005,460,3,,Personal Loan,2.0578659009446527,4,210,6,1
LN001924,CUS01924,48,Male,Divorced,Secondary,Self-Employed,32,2737805,233928,2528259,36,10.561454707435457,315,3,,Auto Loan,4.246202632621666,0,93,2,1
LN000016,CUS00016,64,Female,Divorced,Vocational,Freelance,14,1920544,158695,2915852,12,16.28872988081687,810,2,Life Insurance,Debt Consolidation,17.30706264306223,1,96,1,0
LN000708,CUS00708,64,Female,Single,Master,Government Officer,4,2161524,182599,2496176,240,7.562163895956032,499,2,Fixed Deposit,Education,1.4215767671412318,0,100,5,0
LN000901,CUS00901,59,Male,Divorced,Bachelor,Contract Employee,9,1388466,122112,3980710,12,5.285296294538605,821,3,,Home Purchase,33.62255791595313,4,124,2,0
LN001980,CUS01980,50,Male,Divorced,Secondary,Business Owner,34,2148354,168491,3761933,60,10.030092095787024,659,3,Life Insurance,Education,5.0151361062239115,4,174,3,1
LN001573,CUS01573,29,Female,Single,Secondary,Contract Employee,29,3296560,273296,4681238,36,10.961770538204973,417,3,Fixed Deposit,Medical,5.8689383227029435,0,67,5,1
LN000904,CUS00904,64,Female,Single,Master,Government Officer,4,2167890,180213,2479101,240,7.865307595861558,514,2,Fixed Deposit,Education,0.5425609645400468,0,103,5,0
LN000466,CUS00466,46,Female,Widowed,Master,Self-Employed,9,1816312,160766,929888,24,11.291052597781832,645,5,Life Insurance,Home Purchase,2.527917906221211,1,154,6,0
LN001978,CUS01978,47,Female,Single,Doctoral,Permanent Employee,14,2421865,202300,4306935,12,16.773524551685004,521,3,Life Insurance,Debt Consolidation,21.993713860007755,4,110,5,1
LN000200,CUS00200,58,Female,Divorced,Doctoral,Government Officer,14,3997340,328663,4392799,180,7.404515680766209,378,0,,Auto Loan,0.7824366598670346,1,3,3,0
LN001207,CUS01207,47,Male,Married,Master,Contract Employee,18,3877416,318913,2756872,24,13.37457750516563,399,4,Life Insurance,Auto Loan,4.496868542994143,4,153,3,1
LN001056,CUS01056,23,Female,Married,Master,Self-Employed,15,3627592,299406,4900138,120,6.823445168462393,500,1,Vehicle,Medical,0.9302030494274592,0,146,4,1
LN001132,CUS01132,34,Female,Widowed,Secondary,Freelance,1,834764,64642,3974070,24,14.81295696367114,425,4,Fixed Deposit,Auto Loan,28.642247348555294,5,198,6,1
LN001380,CUS01380,48,Male,Married,Vocational,Business Owner,24,3495943,295895,2077834,24,14.021916715272386,312,2,,Debt Consolidation,2.8964993841388402,6,236,3,1
LN000999,CUS00999,46,Female,Widowed,Primary,Permanent Employee,34,964323,76469,2596666,12,12.836255463256652,313,0,Life Insurance,Home Purchase,34.07637490854103,0,115,1,0
LN000728,CUS00728,29,Female,Married,Vocational,Business Owner,10,3005282,251708,2480494,120,8.03940269952594,669,1,Vehicle,Business Expansion,1.1582789700274478,5,75,1,0
LN001772,CUS01772,33,Female,Married,Primary,Permanent Employee,29,2573315,214251,3858006,36,14.652802391913072,780,4,Vehicle,Home Purchase,5.8256385562462,6,58,2,1
LN001910,CUS01910,57,Female,Single,Bachelor,Business Owner,13,1630908,143971,2211558,24,11.678817581976805,781,1,Life Insurance,Business Expansion,7.457869205822429,1,95,4,1
LN001822,CUS01822,53,Female,Married,Doctoral,Self-Employed,32,2773878,233955,2955663,120,15.8627552621289,321,2,Fixed Deposit,Personal Loan,1.7054556215759822,6,199,5,1
LN000568,CUS00568,33,Female,Married,Doctoral,Government Officer,1,117529,14751,2691146,36,18.127941675341134,820,3,Vehicle,Personal Loan,56.6926858444048,5,210,3,0
LN000044,CUS00044,58,Male,Single,Bachelor,Self-Employed,24,1052833,84598,2475647,120,12.046139048626607,663,3,Life Insurance,Debt Consolidation,2.36840631557666,6,76,6,0
LN000275,CUS00275,40,Male,Single,Bachelor,Business Owner,30,541471,52869,783547,240,10.760162278331162,633,5,Life Insurance,Personal Loan,1.611786173463292,3,79,5,0
LN001097,CUS01097,25,Female,Widowed,Primary,Freelance,23,2861886,247209,4259862,36,10.625317592874087,356,2,Vehicle,Home Purchase,6.132709310878062,2,88,4,1
LN000102,CUS00102,46,Male,Single,Primary,Freelance,9,215586,22797,2421873,240,10.452184542436862,739,2,Real Estate,Home Purchase,5.458719828495775,4,35,2,0
LN001232,CUS01232,42,Male,Single,Doctoral,Business Owner,27,2128602,183038,2671007,48,6.676189887127098,599,2,Life Insurance,Education,3.5853587667014213,0,109,5,1
LN001722,CUS01722,54,Male,Widowed,Doctoral,Contract Employee,16,1284771,105705,4871993,180,5.789159428449224,507,5,Real Estate,Business Expansion,3.6031376595669546,4,181,3,1
LN001833,CUS01833,46,Male,Widowed,Primary,Business Owner,11,1641122,145112,1885097,60,6.68103220338133,748,1,Vehicle,Home Purchase,2.5337143524363817,0,185,1,1
LN000108,CUS00108,27,Male,Married,Vocational,Government Officer,8,2677016,212472,2429146,240,12.337420812373402,390,2,Vehicle,Personal Loan,0.8040486538374907,3,84,4,0
LN001618,CUS01618,41,Female,Married,Master,Government Officer,22,2507108,217641,3325164,120,8.989774696048633,428,1,Fixed Deposit,Debt Consolidation,2.1059771061368924,3,51,6,1
LN000498,CUS00498,27,Female,Widowed,Vocational,Permanent Employee,17,1402918,117413,606932,24,14.198325841531995,788,3,Vehicle,Debt Consolidation,3.6143861372954675,2,46,5,0
LN001981,CUS01981,40,Male,Widowed,Bachelor,Contract Employee,34,3144533,262377,4508624,120,14.140639577115747,341,1,Fixed Deposit,Home Purchase,0.6035088684671914,0,114,4,1
LN000882,CUS00882,29,Male,Single,Primary,Self-Employed,7,1858387,148078,1579294,240,14.746847143301423,630,2,Vehicle,Medical,1.0871990249529402,0,165,4,0
LN000757,CUS00757,25,Male,Divorced,Bachelor,Business Owner,32,3475717,298466,446688,48,11.189521647950906,382,0,Guarantor,Education,0.7102284057537867,5,180,3,0
LN000620,CUS00620,65,Male,Divorced,Master,Freelance,14,527623,43397,500340,60,7.332885043914577,480,4,,Education,2.097614987964503,1,164,1,0
LN001107,CUS01107,28,Male,Married,Primary,Contract Employee,16,2104038,171005,4271261,48,5.129700915188244,612,0,Real Estate,Education,5.734579678656431,4,132,5,1
LN001936,CUS01936,28,Female,Married,Bachelor,Contract Employee,26,753063,64707,2815218,84,9.104887070135298,320,5,Fixed Deposit,Business Expansion,7.215279732838334,2,68,5,1
LN000810,CUS00810,31,Female,Widowed,Master,Freelance,6,2592955,211842,3452680,120,9.616757107875134,515,2,,Business Expansion,1.3351705472154614,3,165,3,0
LN001038,CUS01038,36,Male,Single,Doctoral,Self-Employed,7,1213072,99914,2930096,300,15.880987833168783,774,0,Real Estate,Home Purchase,0.35549076417714864,4,52,3,1
LN000073,CUS00073,41,Male,Single,Bachelor,Business Owner,31,569281,55684,818232,240,11.127595854225776,633,5,Life Insurance,Personal Loan,0.26456807755304423,3,74,5,0
LN001284,CUS01284,56,Male,Single,Vocational,Business Owner,26,3935095,324868,4960914,36,14.37713165375741,755,1,Fixed Deposit,Auto Loan,5.430438811674044,2,79,6,1
LN001272,CUS01272,44,Male,Widowed,Doctoral,Business Owner,21,2479030,195330,5001141,300,6.505094346101759,317,3,Real Estate,Business Expansion,1.031046762431785,1,210,2,1
LN001335,CUS01335,53,Male,Single,Doctoral,Self-Employed,9,1216781,106249,2395944,84,15.160547006859517,380,4,Vehicle,Medical,2.0761576869343807,4,35,5,1
LN001459,CUS01459,55,Male,Single,Vocational,Self-Employed,24,503846,43995,1227358,12,11.494104105824281,809,2,,Business Expansion,24.223354721394944,5,143,6,1
LN000482,CUS00482,43,Female,Widowed,Secondary,Contract Employee,24,2833810,225078,2749576,180,3.7483357867349967,659,2,Vehicle,Debt Consolidation,0.18833660386282125,5,30,2,0
LN001069,CUS01069,35,Male,Married,Secondary,Contract Employee,5,2087923,181777,5021788,24,11.639857531979885,300,4,Fixed Deposit,Business Expansion,13.926939809061173,5,94,4,1
LN000507,CUS00507,63,Male,Divorced,Secondary,Government Officer,35,2011483,170390,234452,12,6.057691712884467,838,0,Fixed Deposit,Home Purchase,1.0833947665926487,1,230,5,0
LN001238,CUS01238,50,Male,Married,Primary,Self-Employed,11,1675447,135193,4285509,12,7.448315447051795,531,2,Fixed Deposit,Medical,32.958272143802695,5,220,4,1
LN001862,CUS01862,62,Male,Married,Bachelor,Freelance,24,2158553,174709,2565629,180,7.236639655317042,685,4,,Education,1.7861537963637213,6,176,6,1
LN001990,CUS01990,40,Male,Widowed,Secondary,Self-Employed,22,833020,74083,3459952,36,13.379835184011773,370,1,Fixed Deposit,Home Purchase,16.32165114634593,3,97,5,1
LN001477,CUS01477,26,Male,Divorced,Master,Government Officer,33,3313989,266296,2233216,60,15.156106809875153,820,0,Real Estate,Debt Consolidation,1.6078089234813022,0,160,4,1
LN001867,CUS01867,64,Female,Widowed,Vocational,Self-Employed,15,2516207,216946,953613,48,12.096004013777659,666,1,Real Estate,Personal Loan,1.207372856457537,5,150,6,1
LN001456,CUS01456,24,Female,Divorced,Bachelor,Self-Employed,15,320016,14944,1325705,180,11.238086494926792,597,5,,Home Purchase,5.491239761242579,1,205,6,1
LN000312,CUS00312,44,Male,Single,Secondary,Freelance,15,2719692,240797,2779403,60,11.18021626741121,356,4,Real Estate,Education,1.8673868255573678,1,165,6,0
LN000963,CUS00963,53,Male,Widowed,Primary,Business Owner,17,768416,67013,2191084,12,13.742791146665768,813,5,Vehicle,Business Expansion,33.78943363932233,5,70,2,0
LN000406,CUS00406,58,Male,Single,Bachelor,Self-Employed,25,1084262,92701,2248484,120,12.239615103013382,657,3,Life Insurance,Debt Consolidation,3.181129622813196,6,77,6,0
LN001331,CUS01331,30,Female,Married,Secondary,Self-Employed,5,1151250,112602,3411958,36,15.673417598793392,605,4,,Auto Loan,10.880853656864838,3,98,1,1
LN001650,CUS01650,39,Male,Single,Doctoral,Self-Employed,7,1306420,99307,2852429,300,15.997193801745105,784,0,Real Estate,Home Purchase,1.2167201873541402,4,55,3,1
LN000310,CUS00310,40,Female,Married,Master,Contract Employee,0,1090842,93265,2792659,240,8.550018990977849,447,4,Vehicle,Education,1.5160351227291333,2,198,6,0
LN000227,CUS00227,22,Female,Widowed,Primary,Freelance,9,3707379,293179,621418,48,14.350737569865094,717,4,Real Estate,Education,1.5314850598435599,4,44,1,0
LN001858,CUS01858,37,Male,Single,Doctoral,Self-Employed,7,1222758,100136,2811276,300,16.00602219479264,776,0,Real Estate,Home Purchase,2.2233620230425863,4,56,3,1
LN000711,CUS00711,34,Female,Widowed,Master,Contract Employee,17,965273,88484,3616943,24,14.536872318728182,569,0,Vehicle,Auto Loan,21.039311036944678,6,61,5,0
LN001944,CUS01944,26,Male,Married,Doctoral,Contract Employee,5,4070008,348688,1697350,12,13.706578273491258,716,0,Guarantor,Education,5.393128084996342,0,184,5,1
LN001384,CUS01384,60,Female,Divorced,Bachelor,Contract Employee,7,458330,26322,739570,120,8.301403814177942,362,2,Life Insurance,Personal Loan,2.0688965734423923,4,55,1,1
LN001786,CUS01786,43,Female,Single,Primary,Government Officer,18,2460854,202528,2959239,24,4.928680078426244,621,2,Vehicle,Education,7.124596053434603,1,209,3,1
LN000149,CUS00149,61,Male,Single,Primary,Contract Employee,33,2438871,198631,2018095,180,17.605921973493874,730,0,Real Estate,Education,1.0443088809535845,4,87,5,0
LN001555,CUS01555,22,Male,Divorced,Secondary,Contract Employee,23,2918769,247628,1301806,60,9.810393127724113,752,4,Life Insurance,Business Expansion,1.5970486148591614,1,114,1,1
LN001957,CUS01957,40,Male,Widowed,Bachelor,Contract Employee,33,3194804,266626,4566099,120,14.711026093967943,318,1,Fixed Deposit,Home Purchase,1.4230537177959175,0,116,4,1
LN000926,CUS00926,42,Female,Single,Master,Contract Employee,13,3562261,292929,2209498,84,3.7116313062441133,413,3,Guarantor,Personal Loan,0.8779808276335603,0,238,5,0
LN000943,CUS00943,38,Male,Divorced,Bachelor,Permanent Employee,10,3044813,259560,3798472,300,5.244560354471778,599,1,Fixed Deposit,Education,0.19115784419300924,0,11,4,0
LN000837,CUS00837,44,Female,Married,Secondary,Freelance,32,3232905,276093,517436,180,6.565150790424913,762,3,,Medical,0.28157083448849807,4,36,6,0
LN000576,CUS00576,62,Female,Single,Master,Permanent Employee,17,2121753,183406,2711304,48,16.74100696044798,546,3,,Business Expansion,3.871664990203794,6,225,3,0
LN000558,CUS00558,35,Male,Married,Secondary,Government Officer,5,1640205,140283,4199602,12,4.6541169074585484,616,1,Fixed Deposit,Medical,30.74647204400817,5,42,5,0
LN001236,CUS01236,50,Male,Widowed,Master,Contract Employee,4,3144283,258282,1062737,12,8.218133444151368,802,0,,Home Purchase,4.678630814364866,0,176,2,1
LN001361,CUS01361,42,Male,Married,Primary,Self-Employed,8,3373255,277690,3415214,36,13.569397237442018,454,1,Vehicle,Personal Loan,3.0468060643499344,3,180,3,1
LN001348,CUS01348,45,Male,Widowed,Doctoral,Business Owner,22,2203977,188037,4964867,300,6.892496970920286,314,3,Real Estate,Business Expansion,1.5184405621596149,1,211,2,1
LN001162,CUS01162,39,Male,Divorced,Master,Business Owner,8,1388445,125359,1541632,84,6.22566700506855,726,4,Life Insurance,Auto Loan,1.480795103154034,3,163,1,1
LN001443,CUS01443,57,Female,Single,Bachelor,Business Owner,13,1633823,140659,2047834,24,11.575683679378793,771,1,Life Insurance,Business Expansion,8.383525323262914,1,92,4,1
LN000287,CUS00287,62,Male,Widowed,Master,Self-Employed,9,2523285,207486,366445,48,6.620328372400472,577,4,Fixed Deposit,Education,0.7440707926777468,4,182,4,0
LN001605,CUS01605,35,Female,Married,Bachelor,Permanent Employee,12,1086482,89999,1882645,48,14.92562252257956,828,1,Real Estate,Debt Consolidation,4.743454362605066,4,144,5,1
LN001058,CUS01058,62,Male,Married,Doctoral,Business Owner,20,452294,37467,2941062,24,12.687925968417048,318,2,Life Insurance,Medical,38.07964398327983,1,49,4,1
LN000599,CUS00599,57,Female,Married,Master,Government Officer,9,4046348,326728,4044036,60,8.860553781100606,548,2,Life Insurance,Personal Loan,1.5702825455217138,6,13,1,0
LN000933,CUS00933,46,Male,Widowed,Secondary,Contract Employee,26,2663617,215808,1551436,48,13.724974369494277,562,1,Real Estate,Personal Loan,1.7585872640265354,5,147,2,0
LN001462,CUS01462,61,Male,Divorced,Master,Contract Employee,27,2619133,214951,1196934,36,4.061940486052515,825,2,Fixed Deposit,Personal Loan,2.2844250960377304,1,208,1,1
LN001638,CUS01638,34,Female,Divorced,Primary,Permanent Employee,7,1796065,152765,3215219,84,6.497089541874631,630,0,,Personal Loan,2.6697162924003774,2,30,3,1
LN001588,CUS01588,40,Male,Widowed,Secondary,Self-Employed,22,698333,75219,3552704,36,12.821878891917454,385,1,Fixed Deposit,Home Purchase,16.742351502085963,3,97,5,1
LN001041,CUS01041,64,Female,Widowed,Vocational,Self-Employed,15,2582612,216497,946416,48,12.003647004205227,653,1,Real Estate,Personal Loan,0.8725394402869333,5,154,6,1
LN001231,CUS01231,29,Male,Widowed,Master,Business Owner,31,4009275,320482,1262816,12,7.373668540232647,333,1,,Business Expansion,3.9071102803595887,5,127,2,1
LN000807,CUS00807,35,Female,Married,Doctoral,Contract Employee,33,2327652,193151,351369,84,15.629126464193543,535,1,Guarantor,Education,0.3380989587414358,4,144,3,0
LN000905,CUS00905,65,Male,Married,Vocational,Freelance,15,1970108,159334,2138118,120,13.402660056076018,630,0,Guarantor,Business Expansion,0.5425855997794738,2,169,1,0
LN001680,CUS01680,53,Male,Single,Doctoral,Self-Employed,8,1232466,100900,2360500,84,15.258694623145251,372,4,Vehicle,Medical,3.2033681214160747,4,38,5,1
LN001205,CUS01205,42,Female,Married,Primary,Government Officer,30,1531007,107840,1743571,84,16.056968009127495,839,1,Vehicle,Debt Consolidation,2.444640791532457,1,24,2,1
LN000768,CUS00768,58,Female,Married,Master,Government Officer,8,4007607,336527,4130213,60,9.131810104913566,543,2,Life Insurance,Personal Loan,3.5447788751447677,6,11,1,0
LN000610,CUS00610,66,Male,Divorced,Vocational,Permanent Employee,22,2362296,201846,1793359,180,17.788798792746586,630,5,Real Estate,Debt Consolidation,1.4411539377243052,2,90,5,0
LN001993,CUS01993,64,Male,Married,Bachelor,Self-Employed,5,1202257,112810,2050571,240,17.17464861902692,799,3,,Home Purchase,1.2096566934323225,2,117,4,1
LN001565,CUS01565,46,Male,Divorced,Secondary,Business Owner,9,340893,29994,786735,60,11.644740842281086,391,0,Fixed Deposit,Home Purchase,6.395083882711625,6,2,3,1
LN001423,CUS01423,42,Male,Married,Master,Contract Employee,2,3437037,276560,3008161,48,9.441273597882232,324,3,Fixed Deposit,Personal Loan,3.41302311684566,0,187,1,1
LN001011,CUS01011,56,Male,Widowed,Bachelor,Government Officer,0,1015483,78369,4066602,60,10.113432622150782,379,2,,Medical,10.324318676293643,3,4,3,1
LN000494,CUS00494,63,Male,Single,Primary,Freelance,29,4148723,351098,3697795,240,9.896208761944832,664,2,Fixed Deposit,Auto Loan,0.8942645175469142,5,78,6,0
LN001321,CUS01321,63,Female,Widowed,Primary,Freelance,15,2104208,177323,1944585,120,15.219965087456842,689,5,,Auto Loan,1.4820811849955118,3,85,4,1
LN000278,CUS00278,53,Male,Widowed,Primary,Business Owner,16,719987,63747,2227086,12,13.982283188402985,823,5,Vehicle,Business Expansion,33.041863761816295,5,75,2,0
LN001847,CUS01847,48,Male,Divorced,Secondary,Permanent Employee,8,4001688,315197,156865,120,5.8470761293984115,390,3,Fixed Deposit,Home Purchase,0.0,0,65,6,1
LN000359,CUS00359,40,Female,Married,Bachelor,Self-Employed,15,2044232,158036,701977,60,7.744088666058337,771,1,Fixed Deposit,Home Purchase,0.5285817348106279,3,125,1,0
LN001111,CUS01111,42,Female,Married,Primary,Government Officer,29,1366615,111498,1947284,84,15.591035445047597,844,1,Vehicle,Debt Consolidation,3.234885178518332,1,26,2,1
LN000237,CUS00237,45,Male,Single,Primary,Freelance,9,342736,18671,2531178,240,10.65408603576633,766,2,Real Estate,Home Purchase,5.880925588331466,4,33,2,0
LN000552,CUS00552,46,Male,Single,Primary,Freelance,8,308522,27230,2417526,240,10.113594923233546,734,2,Real Estate,Home Purchase,5.76650416898809,4,30,2,0
LN001868,CUS01868,36,Female,Divorced,Bachelor,Contract Employee,13,2309480,199674,2540892,36,7.732553014129791,328,2,,Personal Loan,4.361000460194712,0,98,3,1
LN001813,CUS01813,24,Female,Married,Secondary,Government Officer,6,491760,40675,777838,36,3.6202788536296597,721,1,Fixed Deposit,Debt Consolidation,5.98193415200193,5,110,3,1
LN000209,CUS00209,29,Female,Single,Secondary,Business Owner,10,1052893,91539,4348543,12,14.722105911995122,547,3,Guarantor,Medical,47.697248513327914,0,101,3,0
LN001387,CUS01387,30,Female,Divorced,Bachelor,Freelance,4,1233420,94806,3316647,24,12.548831203907728,597,0,Fixed Deposit,Education,16.651718201366926,1,113,5,1
LN001561,CUS01561,30,Female,Married,Vocational,Contract Employee,30,1966261,161524,3822813,12,7.245974413795684,382,1,Guarantor,Business Expansion,21.191867903539965,4,180,3,1
LN000059,CUS00059,44,Male,Single,Vocational,Self-Employed,1,1381537,123169,2602673,60,7.70045807060875,638,1,Life Insurance,Education,5.865451262917954,6,56,3,0
LN000632,CUS00632,56,Male,Widowed,Secondary,Contract Employee,29,1287970,112100,4854709,240,9.282227297336524,625,4,Life Insurance,Business Expansion,1.5643930526646286,3,13,6,0
LN001962,CUS01962,37,Female,Single,Vocational,Freelance,18,3214200,265609,4683185,180,5.587894551486569,310,0,Real Estate,Debt Consolidation,1.5437143222315588,6,43,6,1
LN001860,CUS01860,34,Female,Divorced,Doctoral,Permanent Employee,0,852047,76632,4514225,84,5.775951410030302,392,2,Vehicle,Debt Consolidation,8.436158803198811,4,16,6,1
LN001817,CUS01817,22,Female,Divorced,Secondary,Government Officer,35,236479,20835,2943862,36,8.4570005042555,432,3,Real Estate,Home Purchase,42.53345897714581,4,196,6,1
LN000364,CUS00364,49,Male,Widowed,Master,Self-Employed,12,1530631,125101,4502208,24,16.928892546070916,769,4,Vehicle,Education,17.811688008722793,3,162,2,0
LN000506,CUS00506,41,Male,Single,Bachelor,Business Owner,31,679378,53564,839690,240,11.080510003653481,641,5,Life Insurance,Personal Loan,0.6088253180025641,3,82,5,0
LN001166,CUS01166,56,Male,Single,Vocational,Business Owner,25,3956577,324500,4908362,36,14.489602901893756,756,1,Fixed Deposit,Auto Loan,4.617364691008756,2,83,6,1
LN001122,CUS01122,24,Female,Divorced,Secondary,Government Officer,35,258223,19579,2838435,36,8.281476486104856,422,3,Real Estate,Home Purchase,41.539060177994955,4,196,6,1
LN001630,CUS01630,59,Female,Single,Bachelor,Permanent Employee,28,1394395,116334,1908672,60,4.679705436672677,825,3,Life Insurance,Medical,3.327650379181452,6,149,6,1
LN001217,CUS01217,40,Male,Married,Master,Government Officer,13,3453727,283588,5047367,120,8.852102347621317,749,2,Fixed Deposit,Auto Loan,1.2486834436171637,0,221,4,1
LN001152,CUS01152,48,Male,Widowed,Primary,Government Officer,18,1076079,97299,908010,36,9.373982706573123,466,4,Vehicle,Medical,3.1157541902771966,3,30,3,1
LN001125,CUS01125,42,Male,Married,Doctoral,Freelance,27,2134216,180977,851703,36,17.54292363726996,355,0,,Medical,1.514981116215397,4,47,1,1
LN001595,CUS01595,54,Female,Divorced,Secondary,Government Officer,13,467352,40487,1255775,36,6.382642756514899,809,3,,Debt Consolidation,12.500285527374059,6,1,3,1
LN000119,CUS00119,62,Female,Single,Doctoral,Freelance,1,2612200,222502,1353447,12,10.191734876255083,369,4,Life Insurance,Home Purchase,5.79637684710273,4,39,3,0
LN001250,CUS01250,38,Female,Single,Primary,Government Officer,5,3227073,259853,3386568,36,6.5358400331885225,720,5,Fixed Deposit,Medical,3.975534318027762,4,117,4,1
LN001994,CUS01994,50,Female,Widowed,Secondary,Business Owner,29,4046724,339090,932105,120,3.50099469433105,301,5,Real Estate,Business Expansion,0.11204070796891771,5,240,4,1
LN000523,CUS00523,24,Female,Married,Vocational,Freelance,11,1554945,125439,3488047,120,5.88239538342288,476,0,Real Estate,Personal Loan,2.94369023460689,1,157,3,0
LN000514,CUS00514,48,Female,Single,Vocational,Business Owner,27,1501167,128110,1547400,240,12.163256967428213,401,0,Real Estate,Home Purchase,0.30763152432162744,5,178,6,0
LN000082,CUS00082,29,Male,Single,Secondary,Government Officer,14,934709,82767,1711904,36,16.845203223327314,526,2,Real Estate,Personal Loan,7.708170514858667,5,50,2,0
LN000916,CUS00916,56,Male,Married,Vocational,Freelance,20,1817733,144311,379322,240,13.926232496586938,515,3,Real Estate,Medical,0.0,1,82,1,0
LN001019,CUS01019,39,Female,Single,Primary,Government Officer,6,3211649,273070,3488190,36,6.3101028516236335,730,5,Fixed Deposit,Medical,3.830689143228824,4,115,4,1
LN000381,CUS00381,61,Male,Widowed,Master,Self-Employed,9,2558592,222313,363023,48,7.133657417655916,574,4,Fixed Deposit,Education,0.3610683610808086,4,181,4,0
LN001030,CUS01030,31,Female,Married,Primary,Permanent Employee,29,2583581,216773,3791915,36,14.551464360444903,800,4,Vehicle,Home Purchase,6.2469381261295736,6,60,2,1
LN001689,CUS01689,42,Female,Married,Primary,Government Officer,31,1321388,115066,1819235,84,15.706019150757756,827,1,Vehicle,Debt Consolidation,2.417386880696947,1,21,2,1
LN000085,CUS00085,33,Female,Widowed,Primary,Freelance,24,3721935,303431,2975186,180,14.625896737505787,763,3,,Personal Loan,0.3520747874677456,2,198,3,0
LN001678,CUS01678,42,Female,Married,Bachelor,Freelance,20,1315295,85935,5036310,60,14.41326851709019,357,5,Real Estate,Business Expansion,9.02617898047949,5,183,1,1
LN000330,CUS00330,40,Female,Divorced,Master,Freelance,34,2358960,199035,1702342,12,5.213895492594918,776,2,Fixed Deposit,Medical,8.227958702188008,6,71,1,0
LN000007,CUS00007,28,Female,Widowed,Secondary,Business Owner,28,37988,14572,2933318,120,5.79031912755911,807,1,Fixed Deposit,Personal Loan,18.119335106348714,4,52,2,0
LN000746,CUS00746,33,Female,Widowed,Primary,Freelance,24,3630258,299472,3027672,180,14.484665714495282,770,3,,Personal Loan,0.7302311073680395,2,201,3,0
LN001554,CUS01554,35,Male,Divorced,Primary,Freelance,3,1196025,91088,3653474,36,13.688467882694647,434,4,Fixed Deposit,Personal Loan,12.50024853810564,6,152,4,1
